Report_No,Reported_Date,Reported Time,From_Date,From Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1
90000323,01-02-2009 00:00,11:51,12/25/2008 0:00,20:00,650,23G,Stealing Auto Parts/,231,8000  WARD PARKWAY PL,KANSAS CITY,64114,PJ5845,MPD,U,1,VIC,W,M,29,"8000 WARD PARKWAY PL
KANSAS CITY, MO 64114
(38.983591860000445, -94.60396547899967)"
90000337,01-02-2009 00:00,12:38,12/29/2008 0:00,16:25,1002,250,Forged Checks,332,3400  CLEVELAND AV,KANSAS CITY,64128,PJ2818,EPD,U,1,VIC,B,M,87,"3400 CLEVELAND AV
KANSAS CITY, MO 64128
(39.06387232300045, -94.53934646299967)"
90000335,01-02-2009 00:00,12:27,12/31/2008 0:00,17:00,1401,290,Property Damage,312,8300  WILSON AV,KANSAS CITY,64125,PJ0353,EPD,U,1,SUS,U,U,,"8300 WILSON AV
KANSAS CITY, MO 64125
(39.10944840400049, -94.48526039999967)"
90000332,01-02-2009 00:00,12:11,12/31/2008 0:00,22:00,1201,270,Embezzlement,231,1600  W 75 ST,KANSAS CITY,64113,PJ5545,MPD,U,1,VIC,,,,"1600 75 ST
KANSAS CITY, MO 64113
(39.013360573000455, -94.59306944999969)"
90000325,01-02-2009 00:00,11:55,12/23/2008 0:00,17:00,650,23G,Stealing Auto Parts/,641,7200  N MANCHESTER AV,KANSAS CITY,64158,PC0512,SCP,N,1,VIC,W,M,51,"7200 MANCHESTER AV
KANSAS CITY, MO 64158
(39.224221274000456, -94.48923877199968)"
90000340,01-02-2009 00:00,12:24,01-02-2009 00:00,12:24,1849,35A,Possession/Sale/Dist,143,E 44 ST/TROOST AV,KANSAS CITY,64128,PJ3479,CPD,U,1,ARR,B,M,32,"44 ST TROOST AV
KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)"
90000358,01-02-2009 00:00,13:18,12/30/2008 0:00,15:00,702,240,Auto Theft,345,4700  HOCKER RD,KANSAS CITY,64136,PJ4399,EPD,U,1,VIC,,,,"4700 HOCKER RD
KANSAS CITY, MO 64136
(39.03534503800046, -94.41101702199967)"
90000346,01-02-2009 00:00,12:56,01-02-2009 00:00,12:56,799,,Auto Theft Outside S,342,8600  E 32 ST,KANSAS CITY,64129,PJ2738,EPD,U,1,VIC,U,U,,"8600 32 ST
KANSAS CITY, MO 64129
(39.065336104000494, -94.48395177699967)"
90000358,01-02-2009 00:00,13:18,12/30/2008 0:00,15:00,702,240,Auto Theft,345,4700  HOCKER RD,KANSAS CITY,64136,PJ4399,EPD,U,1,SUS,U,U,,"4700 HOCKER RD
KANSAS CITY, MO 64136
(39.03534503800046, -94.41101702199967)"
90000350,01-02-2009 00:00,12:52,12-03-2008 00:00,12:00,501,220,Burglary - Residence,124,2900  WABASH AV,KANSAS CITY,64127,PJ2409,CPD,U,1,VIC,B,F,53,"2900 WABASH AV
KANSAS CITY, MO 64127
(39.073434131000454, -94.55384780799966)"
90000360,01-02-2009 00:00,13:53,12/26/2008 0:00,16:00,690,23H,Stealing All Other,132,3500  BALTIMORE AV,KANSAS CITY,64111,PJ2827,CPD,U,1,VIC,B,F,24,"3500 BALTIMORE AV
KANSAS CITY, MO 64111
(39.06372249000049, -94.5869365049997)"
90000351,01-02-2009 00:00,12:52,12/27/2008 0:00,05:00,670,23D,Stealing from Buildi,144,2200  E 42 ST,KANSAS CITY,64130,PJ3343,CPD,U,1,VIC,B,M,47,"2200 42 ST
KANSAS CITY, MO 64130
(39.05020336600046, -94.55837995499968)"
90000364,01-02-2009 00:00,14:02,12/31/2008 0:00,20:00,702,240,Auto Theft,132,3500  WARWICK CT,KANSAS CITY,64111,PJ2831,CPD,U,1,SUS,U,U,,"3500 WARWICK CT
KANSAS CITY, MO 64111
(39.06253500800045, -94.5828465299997)"
90000358,01-02-2009 00:00,13:18,12/30/2008 0:00,15:00,1401,290,Property Damage,345,4700  HOCKER RD,KANSAS CITY,64136,PJ4399,EPD,U,1,SUS,U,U,,"4700 HOCKER RD
KANSAS CITY, MO 64136
(39.03534503800046, -94.41101702199967)"
90000362,01-02-2009 00:00,13:59,01-01-2009 00:00,20:00,650,23G,Stealing Auto Parts/,631,1300  NE PARVIN RD,KANSAS CITY,64116,PC1190,SCP,U,1,SUS,U,U,,"1300 PARVIN RD
KANSAS CITY, MO 64116
(39.17022756500046, -94.56595067099965)"
90000357,01-02-2009 00:00,13:49,12/31/2008 0:00,12:00,1401,290,Property Damage,112,1000  BALTIMORE AV,KANSAS CITY,64105,PJ0950,CPD,U,1,VIC,,,,"1000 BALTIMORE AV
KANSAS CITY, MO 64105
(39.10214293700045, -94.58423768099965)"
90000351,01-02-2009 00:00,12:52,12/27/2008 0:00,05:00,670,23D,Stealing from Buildi,144,2200  E 42 ST,KANSAS CITY,64130,PJ3343,CPD,U,1,SUS,B,F,,"2200 42 ST
KANSAS CITY, MO 64130
(39.05020336600046, -94.55837995499968)"
90000343,01-02-2009 00:00,12:45,01-02-2009 00:00,12:30,690,23H,Stealing All Other,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,U,1,VIC,W,F,46,"11600 US 40 HWY
KANSAS CITY, MO 64133
(39.068133273000456, -94.51602867299965)"
90000350,01-02-2009 00:00,12:52,12-03-2008 00:00,12:00,501,220,Burglary - Residence,124,2900  WABASH AV,KANSAS CITY,64127,PJ2409,CPD,U,1,SUS,U,U,,"2900 WABASH AV
KANSAS CITY, MO 64127
(39.073434131000454, -94.55384780799966)"
90000349,01-02-2009 00:00,13:11,01-01-2009 00:00,15:00,650,23G,Stealing Auto Parts/,411,300  NE 50 CT,KANSAS CITY,64118,PC0863,NPD,U,1,VIC,W,F,34,"300 50 CT
KANSAS CITY, MO 64118
(39.18467218000046, -94.57743966299967)"
90000357,01-02-2009 00:00,13:49,12/31/2008 0:00,12:00,1401,290,Property Damage,112,1000  BALTIMORE AV,KANSAS CITY,64105,PJ0950,CPD,U,1,SUS,U,U,,"1000 BALTIMORE AV
KANSAS CITY, MO 64105
(39.10214293700045, -94.58423768099965)"
90000343,01-02-2009 00:00,12:45,01-02-2009 00:00,12:30,690,23H,Stealing All Other,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,U,1,SUS,U,U,,"11600 US 40 HWY
KANSAS CITY, MO 64133
(39.068133273000456, -94.51602867299965)"
90000360,01-02-2009 00:00,13:53,12/26/2008 0:00,16:00,690,23H,Stealing All Other,132,3500  BALTIMORE AV,KANSAS CITY,64111,PJ2827,CPD,U,1,SUS,U,U,,"3500 BALTIMORE AV
KANSAS CITY, MO 64111
(39.06372249000049, -94.5869365049997)"
90000346,01-02-2009 00:00,12:56,01-02-2009 00:00,12:56,799,,Auto Theft Outside S,342,8600  E 32 ST,KANSAS CITY,64129,PJ2738,EPD,U,1,SUS,U,U,,"8600 32 ST
KANSAS CITY, MO 64129
(39.065336104000494, -94.48395177699967)"
90000368,01-02-2009 00:00,14:18,12/31/2008 0:00,17:00,1401,290,Property Damage,333,4200  CLEVELAND AV,KANSAS CITY,64130,PJ3414,EPD,U,1,VIC,,,,"4200 CLEVELAND AV
KANSAS CITY, MO 64130
(39.04943318700049, -94.54008553499966)"
90000365,01-02-2009 00:00,14:13,12/29/2008 0:00,12:00,1120,26A,Fraud,221,400  WARD PK N,KANSAS CITY,64112,PJ3883,MPD,U,1,VIC,,,,"400 WARD PK
KANSAS CITY, MO 64112
(39.040519822000476, -94.59183978699969)"
90082481,10/20/2009 0:00,18:09,10/18/2009 0:00,02:00,501,220,Burglary - Residence,532,9900  BLUE RIDGE BL,KANSAS CITY,64134,PJ6669,SPD,U,1,VIC,W,M,,"9900 BLUE RIDGE
BL KANSAS CITY, MO 64134
(38.94492207200045, -94.50832559199966)"
90076624,9/29/2009 0:00,18:22,9/21/2009 0:00,09:00,670,23D,Stealing from Buildi,123,2700  TROOST AV,KANSAS CITY,64108,PJ2224,CPD,U,1,SUS,B,M,34,"2700 TROOST AV
KANSAS CITY, MO 64108
(39.077654090000465, -94.57100673299965)"
90000365,01-02-2009 00:00,14:13,12/29/2008 0:00,12:00,1120,26A,Fraud,221,400  WARD PK N,KANSAS CITY,64112,PJ3883,MPD,U,1,SUS,U,M,,"400 WARD PK
KANSAS CITY, MO 64112
(39.040519822000476, -94.59183978699969)"
90000378,01-02-2009 00:00,14:44,01-01-2009 00:00,24:00:00,690,23H,Stealing All Other,345,10500  E 47 ST,KANSAS CITY,,PJ3792,EPD,U,1,VIC,B,M,18,"10500 47 ST
KANSAS CITY, MO
(39.03727553000044, -94.45621153299965)"
90000385,01-02-2009 00:00,14:55,01-01-2009 00:00,13:00,650,23G,Stealing Auto Parts/,125,UNKNOWN,KANSAS CITY,,PJ2748,CPD,U,1,SUS,U,U,,"UNKNOWN KANSAS CITY, MO
(39.52368635500045, -99.11415045099966)"
90000364,01-02-2009 00:00,14:02,12/31/2008 0:00,20:00,702,240,Auto Theft,132,3500  WARWICK CT,KANSAS CITY,64111,PJ2831,CPD,U,1,VIC,B,M,33,"3500 WARWICK CT
KANSAS CITY, MO 64111
(39.06253500800045, -94.5828465299997)"
90000375,01-02-2009 00:00,14:39,01-02-2009 00:00,06:00,1401,290,Property Damage,545,8800  E 111 ST,KANSAS CITY,64138,PJ7062,SPD,U,1,VIC,B,F,39,"8800 111 ST
KANSAS CITY, MO 64138
(38.97011038800048, -94.47911733499967)"
90000385,01-02-2009 00:00,14:55,01-01-2009 00:00,13:00,650,23G,Stealing Auto Parts/,125,UNKNOWN,KANSAS CITY,,PJ2748,CPD,U,1,VIC,B,F,61,"UNKNOWN KANSAS CITY, MO
(39.52368635500045, -99.11415045099966)"
90000381,01-02-2009 00:00,14:03,01-02-2009 00:00,14:03,1849,35A,Possession/Sale/Dist,314,800  KENSINGTON AV,KANSAS CITY,64123,PJ0899,EPD,U,1,ARR,B,M,17,"800 KENSINGTON AV
KANSAS CITY, MO 64123
(39.10286308600047, -94.53048589499969)"
90000370,01-02-2009 00:00,14:25,12/28/2008 0:00,15:10,1197,26C,Impersonation - NOT,115,2300  GRAND AV ,KANSAS CITY,64108,PJ1835,CPD,U,1,VIC,,,,"2300 GRAND AV
KANSAS CITY, MO 64108
(39.08528291800047, -94.58168014699964)"
90000388,01-02-2009 00:00,15:00,12/26/2008 0:00,16:00,670,23D,Stealing from Buildi,635,3800  N EWING AV,KANSAS CITY,64119,,,U,1,SUS,U,U,,"3800 EWING AV
KANSAS CITY, MO 64119
(38.92349227200049, -94.51214937799966)"
90000366,01-02-2009 00:00,14:11,01-02-2009 00:00,13:14,2601,90Z,Misc Violation,241,3400  E 69 ST,KANSAS CITY,64132,PJ5315,MPD,U,1,VIC,U,U,,"3400 69 ST
KANSAS CITY, MO 64132
(39.001258513000494, -94.54718962299967)"
90000375,01-02-2009 00:00,14:39,01-02-2009 00:00,06:00,1401,290,Property Damage,545,8800  E 111 ST,KANSAS CITY,64138,PJ7062,SPD,U,1,SUS,U,U,,"8800 111 ST
KANSAS CITY, MO 64138
(38.97011038800048, -94.47911733499967)"
90000382,01-02-2009 00:00,14:49,11-10-2008 00:00,12:00,670,23D,Stealing from Buildi,423,300  NE 94 ST ,KANSAS CITY,64155,PC0256,NPD,U,1,VIC,W,F,33,"300 94 ST
KANSAS CITY, MO 64155
(39.26370746600048, -94.57843827899967)"
90000382,01-02-2009 00:00,14:49,11-10-2008 00:00,12:00,670,23D,Stealing from Buildi,423,300  NE 94 ST ,KANSAS CITY,64155,PC0256,NPD,U,1,SUS,W,M,34,"300 94 ST
KANSAS CITY, MO 64155
(39.26370746600048, -94.57843827899967)"
90000377,01-02-2009 00:00,14:41,9/23/2008 0:00,12:00,690,23H,Stealing All Other,115,2400  GRAND AV,KANSAS CITY,64108,PJ2011,CPD,U,1,SUS,U,U,,"2400 GRAND AV
KANSAS CITY, MO 64108
(39.083845071000496, -94.58173698799965)"
90000387,01-02-2009 00:00,14:59,12-12-2008 00:00,18:00,640,23F,Stealing From Auto,423,8400  N MADISON AV,KANSAS CITY,64155,PC0323,NPD,U,1,SUS,U,U,,"8400 MADISON AV
KANSAS CITY, MO 64155
(39.246624270000495, -94.59473154399967)"
90000403,01-02-2009 00:00,15:29,12/30/2008 0:00,12:00,1401,290,Property Damage,222,1900  E 59 ST,KANSAS CITY,64130,PJ4640,MPD,U,1,VIC,B,M,33,"1900 59 ST
KANSAS CITY, MO 64130
(39.01956320400046, -94.56245859899968)"
90000404,01-02-2009 00:00,15:38,01-02-2009 00:00,15:38,802,13B,Non Agg Assault Dome,311,3900  SCARRITT AV ,KANSAS CITY,,PJ0261,EPD,U,1,ARR,I,M,24,"3900 SCARRITT AV
KANSAS CITY, MO
(39.1151073260005, -94.5360211149997)"
90000388,01-02-2009 00:00,15:00,12/26/2008 0:00,16:00,670,23D,Stealing from Buildi,635,3800  N EWING AV,KANSAS CITY,64119,,,U,1,VIC,,,,"3800 EWING AV
KANSAS CITY, MO 64119
(38.92349227200049, -94.51214937799966)"
90000405,01-02-2009 00:00,16:05,01-02-2009 00:00,02:00,1401,290,Property Damage,545,11400  SPRING VALLEY RD,KANSAS CITY,,PJ7207,SPD,U,1,SUS,U,U,,"11400 SPRING VALLEY RD
KANSAS CITY, MO
(38.91640056600045, -94.48857361999967)"
90000392,01-02-2009 00:00,15:09,01-01-2009 00:00,24:00:00,650,23G,Stealing Auto Parts/,343,4800  E LINWOOD BL,KANSAS CITY,64128,PJ2699,EPD,U,1,SUS,U,U,,"4800 LINWOOD
BL KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)"
90000403,01-02-2009 00:00,15:29,12/30/2008 0:00,12:00,670,23D,Stealing from Buildi,222,1900  E 59 ST,KANSAS CITY,64130,PJ4640,MPD,U,1,SUS,U,U,,"1900 59 ST
KANSAS CITY, MO 64130
(39.01956320400046, -94.56245859899968)"
90000400,01-02-2009 00:00,15:52,10-12-2008 00:00,16:00,690,23H,Stealing All Other,534,E 113 TE/MYRTLE AV,KANSAS CITY,64137,PJ7049,SPD,U,1,SUS,U,U,,"113 TE MYRTLE AV
KANSAS CITY, MO 64137
(38.929093536000494, -94.54001693299966)"
90000389,01-02-2009 00:00,15:02,12/31/2008 0:00,16:00,690,23H,Stealing All Other,635,3800  N EWING AV,KANSAS CITY,64119,,,U,1,SUS,U,U,,"3800 EWING AV
KANSAS CITY, MO 64119
(38.92349227200049, -94.51214937799966)"
90000390,01-02-2009 00:00,15:03,12/31/2008 0:00,16:00,690,23H,Stealing All Other,635,3800  N EWING,KANSAS CITY,64119,,,U,1,SUS,U,U,,"3800 EWING
KANSAS CITY, MO 64119
(39.20301137400048, -94.52456609299969)"
90000389,01-02-2009 00:00,15:02,12/31/2008 0:00,16:00,690,23H,Stealing All Other,635,3800  N EWING AV,KANSAS CITY,64119,,,U,1,VIC,,,,"3800 EWING AV
KANSAS CITY, MO 64119
(38.92349227200049, -94.51214937799966)"
90000403,01-02-2009 00:00,15:29,12/30/2008 0:00,12:00,670,23D,Stealing from Buildi,222,1900  E 59 ST,KANSAS CITY,64130,PJ4640,MPD,U,1,VIC,B,M,33,"1900 59 ST
KANSAS CITY, MO 64130
(39.01956320400046, -94.56245859899968)"
90000403,01-02-2009 00:00,15:29,12/30/2008 0:00,12:00,1401,290,Property Damage,222,1900  E 59 ST,KANSAS CITY,64130,PJ4640,MPD,U,1,SUS,U,U,,"1900 59 ST
KANSAS CITY, MO 64130
(39.01956320400046, -94.56245859899968)"
90000404,01-02-2009 00:00,15:38,01-02-2009 00:00,15:38,802,13B,Non Agg Assault Dome,311,3900  SCARRITT AV ,KANSAS CITY,,PJ0261,EPD,Y,1,VIC,W,F,28,"3900 SCARRITT AV
KANSAS CITY, MO
(39.1151073260005, -94.5360211149997)"
90000398,01-02-2009 00:00,15:10,01-02-2009 00:00,15:05,301,120,Strong Arm Robbery,331,E LINWOOD BL/PROSPECT AV,KANSAS CITY,64130,PJ2572,EPD,U,1,SUS,B,M,,"E LINWOOD BL PROSPECT AV KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000405,01-02-2009 00:00,16:05,01-02-2009 00:00,02:00,1401,290,Property Damage,545,11400  SPRING VALLEY RD,KANSAS CITY,,PJ7207,SPD,U,1,VIC,W,M,58,"11400 SPRING VALLEY RD
KANSAS CITY, MO
(38.91640056600045, -94.48857361999967)"
90000400,01-02-2009 00:00,15:52,10-12-2008 00:00,16:00,690,23H,Stealing All Other,534,E 113 TE/MYRTLE AV,KANSAS CITY,64137,PJ7049,SPD,U,1,VIC,W,M,20,"113 TE MYRTLE AV
KANSAS CITY, MO 64137
(38.929093536000494, -94.54001693299966)"
90000398,01-02-2009 00:00,15:10,01-02-2009 00:00,15:05,301,120,Strong Arm Robbery,331,E LINWOOD BL/PROSPECT AV,KANSAS CITY,64130,PJ2572,EPD,U,1,VIC,W,M,64,"E LINWOOD BL PROSPECT AV KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000390,01-02-2009 00:00,15:03,12/31/2008 0:00,16:00,690,23H,Stealing All Other,635,3800  N EWING,KANSAS CITY,64119,,,U,1,VIC,,,,"3800 EWING
KANSAS CITY, MO 64119
(39.20301137400048, -94.52456609299969)"
90000392,01-02-2009 00:00,15:09,01-01-2009 00:00,24:00:00,650,23G,Stealing Auto Parts/,343,4800  E LINWOOD BL,KANSAS CITY,64128,PJ2699,EPD,U,1,VIC,B,M,57,"4800 LINWOOD
BL KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)"
80068313,6/30/2009 0:00,09:21,,,1750,11D,Sex Off Fondle - mol,113,1500  HOLMES ST,KANSAS CITY,64108,PJ1363,CPD,U,1,VIC,W,M,8,"1500 HOLMES ST
KANSAS CITY, MO 64108
(39.095351561000484, -94.57532645599969)"
90053081,7/14/2009 0:00,04:50,7/14/2009 0:00,04:24,901,200,Arson,534,10500  CYPRESS AVE,KANSAS CITY,64131,PJ6853,SPD,U,1,VIC,,,,"10500 CYPRESS AVE
KANSAS CITY, MO 64131
(38.93239650300046, -94.53607718099965)"
90000417,01-02-2009 00:00,16:44,12/17/2008 0:00,14:00,1120,26A,Fraud,223,5800  BROOKLYN AV,KANSAS CITY,64130,PJ4648,MPD,U,1,VIC,B,F,61,"5800 BROOKLYN AV
KANSAS CITY, MO 64130
(39.021153040000456, -94.56020628399966)"
90000409,01-02-2009 00:00,15:34,01-02-2009 00:00,15:34,840,90Z,Resisting an Officer,,8TH/BALES CT,KANSAS CITY,64124,,,U,1,ARR,B,M,38,
90000409,01-02-2009 00:00,15:34,01-02-2009 00:00,15:34,840,90Z,Resisting an Officer,,8TH/BALES CT,KANSAS CITY,64124,,,U,1,VIC,,,,
90000419,01-02-2009 00:00,15:35,01-02-2009 00:00,15:35,1742,90Z,Sex Off Misconduct,534,BLUE RIVER RD/E RED BRIDGE TE,KANSAS CITY,64114,PJ7158,SPD,U,1,ARR,W,M,46,"BLUE RIVER RD E RED BRIDGE TE KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)"
90000414,01-02-2009 00:00,15:16,01-02-2009 00:00,15:16,1849,35A,Possession/Sale/Dist,632,4200  N JACKSON AV,KANSAS CITY,64117,PC1175,SCP,U,1,VIC,,,,"4200 JACKSON AV
KANSAS CITY, MO 64117
(39.17068400000045, -94.53070169499966)"
90000408,01-02-2009 00:00,15:37,01-02-2009 00:00,15:35,1002,250,Forged Checks,131,3100  MAIN ST,KANSAS CITY,64111,PJ2497,CPD,U,1,VIC,,,,"3100 MAIN ST
KANSAS CITY, MO 64111
(39.070802304000495, -94.58533590199966)"
90000414,01-02-2009 00:00,15:16,01-02-2009 00:00,15:16,1849,35A,Possession/Sale/Dist,632,4200  N JACKSON AV,KANSAS CITY,64117,PC1175,SCP,U,1,ARR,W,M,25,"4200 JACKSON AV
KANSAS CITY, MO 64117
(39.17068400000045, -94.53070169499966)"
90000406,01-02-2009 00:00,15:56,12/29/2008 0:00,04:00,501,220,Burglary - Residence,324,2500  QUINCY AV,KANSAS CITY,64127,PJ2094,EPD,U,1,VIC,B,F,25,"2500 QUINCY AV
KANSAS CITY, MO 64127
(39.07989092300045, -94.52355949899965)"
90000413,01-02-2009 00:00,16:09,01-02-2009 00:00,15:30,801,13B,Non Aggravated Assau,123,1800  PASEO ,KANSAS CITY,64108,PJ1581,CPD,U,1,SUS,B,F,26,"1800 PASEO
KANSAS CITY, MO 64108
(39.09094200400045, -94.5645353009997)"
90000419,01-02-2009 00:00,15:35,01-02-2009 00:00,15:35,1742,90Z,Sex Off Misconduct,534,BLUE RIVER RD/E RED BRIDGE TE,KANSAS CITY,64114,PJ7158,SPD,U,1,VIC,,,,"BLUE RIVER RD E RED BRIDGE TE KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)"
90000408,01-02-2009 00:00,15:37,01-02-2009 00:00,15:35,1002,250,Forged Checks,131,3100  MAIN ST,KANSAS CITY,64111,PJ2497,CPD,U,1,ARR,B,M,20,"3100 MAIN ST
KANSAS CITY, MO 64111
(39.070802304000495, -94.58533590199966)"
90000421,01-02-2009 00:00,12:10,01-02-2009 00:00,12:10,801,13B,Non Aggravated Assau,132,200  E LINWOOD BL,KANSAS CITY,64111,PJ2650,CPD,U,1,VIC,B,M,52,"200 LINWOOD
BL KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)"
90000420,01-02-2009 00:00,16:51,01-02-2009 00:00,11:00,650,23G,Stealing Auto Parts/,532,10500  HILLCREST RD,KANSAS CITY,64134,PJ6785,SPD,U,1,VIC,B,F,28,"10500 HILLCREST RD
KANSAS CITY, MO 64134
(38.93464270400045, -94.52275830999969)"
90000413,01-02-2009 00:00,16:09,01-02-2009 00:00,15:30,801,13B,Non Aggravated Assau,123,1800  PASEO ,KANSAS CITY,64108,PJ1581,CPD,N,1,VIC,B,F,49,"1800 PASEO
KANSAS CITY, MO 64108
(39.09094200400045, -94.5645353009997)"
90000421,01-02-2009 00:00,12:10,01-02-2009 00:00,12:10,801,13B,Non Aggravated Assau,132,200  E LINWOOD BL,KANSAS CITY,64111,PJ2650,CPD,U,1,SUS,B,F,20,"200 LINWOOD
BL KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)"
90000416,01-02-2009 00:00,16:35,12/31/2008 0:00,08:00,650,23G,Stealing Auto Parts/,342,7000  E 28 ST,KANSAS CITY,64129,PJ2262,EPD,U,1,SUS,U,U,,"7000 28 ST
KANSAS CITY, MO 64129
(39.07402969500049, -94.50287492899969)"
90000406,01-02-2009 00:00,15:56,12/29/2008 0:00,04:00,501,220,Burglary - Residence,324,2500  QUINCY AV,KANSAS CITY,64127,PJ2094,EPD,U,1,SUS,U,U,,"2500 QUINCY AV
KANSAS CITY, MO 64127
(39.07989092300045, -94.52355949899965)"
90000416,01-02-2009 00:00,16:35,12/31/2008 0:00,08:00,650,23G,Stealing Auto Parts/,342,7000  E 28 ST,KANSAS CITY,64129,PJ2262,EPD,U,1,VIC,W,F,70,"7000 28 ST
KANSAS CITY, MO 64129
(39.07402969500049, -94.50287492899969)"
90000429,01-02-2009 00:00,16:15,01-02-2009 00:00,16:00,630,23C,Stealing Shoplifting,634,5400  N ANTIOCH RD,KANSAS CITY,64119,PC0788,SCP,U,1,ARR,W,F,55,"5400 ANTIOCH RD
KANSAS CITY, MO 64119
(39.19205147500048, -94.54874875099966)"
90000433,01-02-2009 00:00,17:14,01-02-2009 00:00,17:14,2655,90J,Trespassing,533,1000  CARONDELET DR,KANSAS CITY,64114,PJ6830,SPD,U,1,VIC,,,,"1000 CARONDELET DR
KANSAS CITY, MO 64114
(38.935051202000466, -94.6016736469997)"
90000428,01-02-2009 00:00,16:48,01-02-2009 00:00,16:30,802,13B,Non Agg Assault Dome,224,1400  E 66 ST,KANSAS CITY,64131,PJ5025,MPD,Y,1,VIC,B,M,47,"1400 66 ST
KANSAS CITY, MO 64131
(39.00828798300046, -94.57004991199966)"
90000422,01-02-2009 00:00,16:40,01-02-2009 00:00,16:20,1401,290,Property Damage,631,NE 43 ST/N OLIVE ST,KANSAS CITY,64116,PC1186,SCP,U,1,VIC,W,F,18,"43 ST N OLIVE ST
KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000434,01-02-2009 00:00,16:08,12-08-2008 00:00,08:00,501,220,Burglary - Residence,,4000  N HARDESTY,KANSAS CITY,64117,,,U,1,SUS,U,U,,"4000 HARDESTY
KANSAS CITY, MO 64117
(39.16966345600048, -94.52730779199965)"
90000429,01-02-2009 00:00,16:15,01-02-2009 00:00,16:00,630,23C,Stealing Shoplifting,634,5400  N ANTIOCH RD,KANSAS CITY,64119,PC0788,SCP,U,1,VIC,,,,"5400 ANTIOCH RD
KANSAS CITY, MO 64119
(39.19205147500048, -94.54874875099966)"
90000440,01-02-2009 00:00,17:20,12/31/2008 0:00,21:00,1401,290,Property Damage,232,6500  CHARLOTTE ST,KANSAS CITY,,PJ5032,MPD,U,1,SUS,U,U,,"6500 CHARLOTTE ST
KANSAS CITY, MO
(39.009702168000445, -94.57823536699965)"
90000440,01-02-2009 00:00,17:20,12/31/2008 0:00,21:00,1401,290,Property Damage,232,6500  CHARLOTTE ST,KANSAS CITY,,PJ5032,MPD,U,1,VIC,W,M,48,"6500 CHARLOTTE ST
KANSAS CITY, MO
(39.009702168000445, -94.57823536699965)"
90000427,01-02-2009 00:00,15:48,01-02-2009 00:00,15:40,1849,35A,Possession/Sale/Dist,242,3000  E 79 ST,KANSAS CITY,,PJ5847,MPD,U,1,SUS,W,M,47,"3000 79 ST
KANSAS CITY, MO
(38.983633442000496, -94.55218618999965)"
90000430,01-02-2009 00:00,17:10,01-02-2009 00:00,17:00,630,23C,Stealing Shoplifting,241,6300  PROSPECT AV,KANSAS CITY,64132,PJ4990,MPD,U,1,ARR,B,M,30,"6300 PROSPECT AV
KANSAS CITY, MO 64132
(39.012053221000485, -94.5562361429997)"
90000423,01-02-2009 00:00,14:29,01-02-2009 00:00,05:30,670,23D,Stealing from Buildi,112,900  MCGEE ST ,KANSAS CITY,64106,PJ0877,CPD,U,1,SUS,U,U,,"900 MCGEE ST
KANSAS CITY, MO 64106
(39.10336547100047, -94.5795978169997)"
90000433,01-02-2009 00:00,17:14,01-02-2009 00:00,17:14,2655,90J,Trespassing,533,1000  CARONDELET DR,KANSAS CITY,64114,PJ6830,SPD,U,1,ARR,B,M,35,"1000 CARONDELET DR
KANSAS CITY, MO 64114
(38.935051202000466, -94.6016736469997)"
90000435,01-02-2009 00:00,16:08,12/22/2008 0:00,08:00,501,220,Burglary - Residence,,4000  N HARDESTY,KANSAS CITY,64117,,,U,1,VIC,,,,"4000 HARDESTY
KANSAS CITY, MO 64117
(39.16966345600048, -94.52730779199965)"
90000425,01-02-2009 00:00,17:03,7/30/2008 0:00,16:00,1120,26A,Fraud,232,1600  E 73 ST,KANSAS CITY,64131,PJ5480,MPD,U,1,SUS,U,U,,"1600 73 ST
KANSAS CITY, MO 64131
(38.994922472000496, -94.56844996999968)"
90000422,01-02-2009 00:00,16:40,01-02-2009 00:00,16:20,1401,290,Property Damage,631,NE 43 ST/N OLIVE ST,KANSAS CITY,64116,PC1186,SCP,U,1,SUS,B,M,18,"43 ST N OLIVE ST
KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000425,01-02-2009 00:00,17:03,7/30/2008 0:00,16:00,1120,26A,Fraud,232,1600  E 73 ST,KANSAS CITY,64131,PJ5480,MPD,U,1,VIC,W,F,23,"1600 73 ST
KANSAS CITY, MO 64131
(38.994922472000496, -94.56844996999968)"
